Новый Xiaomi Redmi Note 8 64 ГБ Черный,Договорная,https://lalafo.kg/bishkek/ads/novyj-xiaomi-redmi-note-8-64-gb-cernyj-id-65775198,https://img5.lalafo.com/i/posters/api/a9/04/41/da5fb2f6acba08e1679516f8f2.jpeg
Требуется ремонт Samsung Galaxy J1 8 ГБ Черный,1 000 KGS,https://lalafo.kg/bishkek/ads/trebuetsa-remont-samsung-galaxy-j1-8-gb-cernyj-id-67567232,https://img5.lalafo.com/i/posters/api/5c/55/ed/31e5e4450067734f3fc5278b84.jpeg
Срочный выкуп Любой техники Apple,Договорная,https://lalafo.kg/bishkek/ads/srocnyj-vykup-luboj-tehniki-apple-id-62464452,https://img5.lalafo.com/i/posters/api/3e/cf/c2605a524741b0adc19df0f9811e.jpeg
Sony,17 000 KGS,https://lalafo.kg/bishkek/ads/sony-id-66693734,https://img5.lalafo.com/i/posters/api/bc/d8/61/4c0478af264df250f1b4a16ad9.jpeg
Скупаю платы от айфона6 без Айклауда!!!,Договорная,https://lalafo.kg/lebedinovka/ads/skupau-platy-ot-ajfona6-bez-ajklauda-id-66020137,https://img5.lalafo.com/i/posters/api/48/ca/01/d13270a568a4fa929fa3c3e675.jpeg
Сим держак Sony Xperia Z1 z1 compact,200 KGS,https://lalafo.kg/bishkek/ads/sim-derzak-sony-xperia-z1-z1-compact-id-67175840,https://img5.lalafo.com/i/posters/api/3c/49/fb/224b4c11bfdf820b7aad773653.jpeg
Обменяю iphone 6s+ на айфон 7+ или айфон 8+ с,Договорная,https://lalafo.kg/leninskoe/ads/obmenau-iphone-6s-na-ajfon-7-ili-ajfon-8-s-id-64928202,https://img5.lalafo.com/i/posters/api/21/18/5b/fea25926b522c2c277ce711894.jpeg
Б/у Samsung Galaxy Grand Neo Plus 8 ГБ Белый,2 000 KGS,https://lalafo.kg/bishkek/ads/bu-samsung-galaxy-grand-neo-plus-8-gb-belyj-id-67390424,https://img5.lalafo.com/i/posters/api/8c/e0/62/39aa100a55250ae4c62884caf8.jpeg
Б/у Xiaomi Redmi 7 32 ГБ Черный,8 000 KGS,https://lalafo.kg/bishkek/ads/bu-xiaomi-redmi-7-32-gb-cernyj-id-67390153,https://img5.lalafo.com/i/posters/api/4e/78/cb/0b5cb3041cfee16d7f1f94b31e.jpeg
Б/у Samsung Galaxy J2 Pro 2018 16 ГБ,Договорная,https://lalafo.kg/bishkek/ads/bu-samsung-galaxy-j2-pro-2018-16-gb-id-66581401,https://img5.lalafo.com/i/posters/api/2d/d7/33/173e1e806623104d1d6d834444.jpeg
Состояние 9/10,9 000 KGS,https://lalafo.kg/bishkek/ads/sostoanie-910-id-67388952,https://img5.lalafo.com/i/posters/api/1a/7e/ab/f4a28761e70f663a6a48749959.jpeg
Айфон XR 128g красный без комплекта,36 000 KGS,https://lalafo.kg/bishkek/ads/ajfon-xr-128g-krasnyj-bez-komplekta-id-67520166,https://img5.lalafo.com/i/posters/api/14/83/19/d6449ebad3bcb251fe03b177b3.jpeg
"Продаю Айфон 6 16г голд
Все работает
Состояние огонь",Договорная,https://lalafo.kg/leninskoe/ads/prodau-ajfon-6-16g-gold-vse-rabotaet-sostoanie-ogon-id-67350334,https://img5.lalafo.com/i/posters/api/f3/da/a2/c3a0c517b16377c2e0019fb59c.jpeg
Б/у Xiaomi Redmi 6 64 ГБ Черный,Договорная,https://lalafo.kg/ak-dzhol/ads/bu-xiaomi-redmi-6-64-gb-cernyj-id-67568131,https://img5.lalafo.com/i/posters/api/bb/25/16/b75c61f820d58ee1779b80df08.jpeg
Скупка телефонов,Договорная,https://lalafo.kg/bishkek/ads/skupka-telefonov-id-62894372,https://img5.lalafo.com/i/posters/api/75/cb/c3f6a1c4e067666cccf1aff3c12b.jpeg
Б/у Xiaomi Mi 9T Pro 256 ГБ Черный,26 000 KGS,https://lalafo.kg/bishkek/ads/bu-xiaomi-mi-9t-pro-256-gb-cernyj-id-66829414,https://img5.lalafo.com/i/posters/api/78/b6/b2/eddde326dab89beca2e40dff8e.jpeg
Скупка айфонов,Договорная,https://lalafo.kg/lebedinovka/ads/skupka-ajfonov-id-61493550,https://img5.lalafo.com/i/posters/api/12/89/a8fa1da6b752caad9cf161970920.jpeg
Состояние 9/10,12 000 KGS,https://lalafo.kg/bishkek/ads/sostoanie-910-id-67388871,https://img5.lalafo.com/i/posters/api/2a/37/43/82b30e11c9da506d927630e33d.jpeg
Толька обмен лжи к 10 16гб бу жду предложение,Договорная,https://lalafo.kg/bishkek/ads/tolka-obmen-lzi-k-10-16gb-bu-zdu-predlozenie-id-67568124,https://img5.lalafo.com/i/posters/api/d2/97/fc/8cdce4d9d2e25df5ad9aca16e4.jpeg
Б/у Samsung Galaxy A5 2017 32 ГБ Черный,Договорная,https://lalafo.kg/lebedinovka/ads/bu-samsung-galaxy-a5-2017-32-gb-cernyj-id-66869271,https://img5.lalafo.com/i/posters/api/2a/38/54/e291bccef8ecb0223e45ddfeca.jpeg
Б/у Xiaomi Redmi 4X 16 ГБ Черный,3 600 KGS,https://lalafo.kg/bishkek/ads/bu-xiaomi-redmi-4x-16-gb-cernyj-id-67568066,https://img5.lalafo.com/i/posters/api/e3/48/09/863b799783b2f9444afa0aebab.jpeg
Б/у Samsung Galaxy J7 16 ГБ Черный,3 600 KGS,https://lalafo.kg/bishkek/ads/bu-samsung-galaxy-j7-16-gb-cernyj-id-66804726,https://img5.lalafo.com/i/posters/api/49/8a/0d/88daa6e0e73508542257060eda.jpeg
Б/у Xiaomi,1 000 KGS,https://lalafo.kg/ak-dzhol/ads/bu-xiaomi-id-66139382,https://img5.lalafo.com/i/posters/api/c3/c6/d6/9501927242bc241e4800d8e230.jpeg
,3 000 KGS,,https://img5.lalafo.com/i/posters/api/58/d7/61/592644c8d5fc7be2b1df117c83.jpeg
Б/у Samsung 64 ГБ Черный,Договорная,https://lalafo.kg/bishkek/ads/bu-samsung-64-gb-cernyj-id-67307536,https://img5.lalafo.com/i/posters/api/58/1b/54/a866f0b556bdf0b2894c18b344.jpeg
ПОМЕНЯЮ или ПРОДАЮ либо куплю дисплей,Договорная,https://lalafo.kg/bishkek/ads/pomenau-ili-prodau-libo-kuplu-displej-id-67505797,https://img5.lalafo.com/i/posters/api/13/5e/38/b21722c6a63208ce4d96c71a73.jpeg
Продаю айфон 6s на 128 гигов! В хорошем,11 000 KGS,https://lalafo.kg/bishkek/ads/prodau-ajfon-6s-na-128-gigov-v-horosem-id-66858131,https://img5.lalafo.com/i/posters/api/ae/14/53/4312b781caf90258a8de1fac94.jpeg
Б/у Xiaomi 64 ГБ Черный,Договорная,https://lalafo.kg/bishkek/ads/bu-xiaomi-64-gb-cernyj-id-66952016,https://img5.lalafo.com/i/posters/api/83/3d/f1/a8f527545f5de375fe030c6da1.jpeg
Б/у Xiaomi Redmi Note 7 128 ГБ Черный,10 000 KGS,https://lalafo.kg/studencheskoe/ads/bu-xiaomi-redmi-note-7-128-gb-cernyj-id-64370884,https://img5.lalafo.com/i/posters/api/64/f3/13/f753a242c800de433201d58a6a.jpeg
Б/у Samsung 16 ГБ Черный,3 800 KGS,https://lalafo.kg/bishkek/ads/bu-samsung-16-gb-cernyj-id-66162809,https://img5.lalafo.com/i/posters/api/14/52/db/0ba6fb1b2a6aba230dc71e4181.jpeg
Б/у Samsung Galaxy J4 2018 16 ГБ Черный,3 500 KGS,https://lalafo.kg/studencheskoe/ads/bu-samsung-galaxy-j4-2018-16-gb-cernyj-id-67088165,https://img5.lalafo.com/i/posters/api/0e/b1/d6/0457c6cb7a73be03827915ac27.jpeg
Б/у Samsung Galaxy J5 Prime 16 ГБ Золотой,4 500 KGS,https://lalafo.kg/studencheskoe/ads/bu-samsung-galaxy-j5-prime-16-gb-zolotoj-id-67520487,https://img5.lalafo.com/i/posters/api/67/e2/e6/bff9e3a6d30d426a1ac3937634.jpeg
"Скупаю айфон 7-7+, 8-8+, Х-Xr с разбитым",Договорная,https://lalafo.kg/bishkek/ads/skupau-ajfon-7-7-8-8-h-xr-s-razbitym-id-62469634,https://img5.lalafo.com/i/posters/api/03/a0/da6b409cff71235d84540c723787.jpeg
Б/у Samsung Galaxy J7 16 ГБ Белый,3 500 KGS,https://lalafo.kg/studencheskoe/ads/bu-samsung-galaxy-j7-16-gb-belyj-id-67190526,https://img5.lalafo.com/i/posters/api/22/c6/21/2c148dacebafdfc0403e75be3c.jpeg
"Скупаю рабочую плату на Iphone6,без Айклауда
В любом количестве",Договорная,https://lalafo.kg/leninskoe/ads/skupau-rabocuu-platu-na-iphone6bez-ajklauda-v-lubom-kolicestve-id-66020461,https://img5.lalafo.com/i/posters/api/42/54/9c/dfe4372707608e88612920915f.jpeg
Продаю Айфон 6s 64g rose gold,Договорная,https://lalafo.kg/bishkek/ads/prodau-ajfon-6s-64g-rose-gold-id-67023914,https://img5.lalafo.com/i/posters/api/e7/21/cf/0a567b9257396144e0b09ae1a8.jpeg
На запчасти Xiaomi Черный,400 KGS,https://lalafo.kg/studencheskoe/ads/na-zapcasti-xiaomi-cernyj-id-66950372,https://img5.lalafo.com/i/posters/api/87/d8/39/877f3c76ab81a0428b0a61a2de.jpeg
Продаю IPhone 6 Plus,Договорная,https://lalafo.kg/bishkek/ads/prodau-iphone-6-plus-id-66039393,https://img5.lalafo.com/i/posters/api/5a/57/25/b25ca9cfb900a743f2f01472e1.jpeg
"Скупаю битые айфон с 6-6s,7-7+,8-8+главное",Договорная,https://lalafo.kg/bishkek/ads/skupau-bitye-ajfon-s-6-6s7-78-8glavnoe-id-62689133,https://img5.lalafo.com/i/posters/api/7e/31/063635342b5f6ce2aa61418200b9.jpeg
11 pro max,85 000 KGS,https://lalafo.kg/bishkek/ads/11-pro-max-id-67569002,https://img5.lalafo.com/i/posters/api/87/18/aa/d7d8f4cd01d6b864b3b9790863.jpeg
Samsung,Договорная,https://lalafo.kg/daroot-korgon/ads/samsung-id-45364671,https://img5.lalafo.com/i/posters/api/17/95/4be1a50d20272d7639e2c6812f77.jpeg
Скупка б/у телефонов и не рабочих круглосуточно,Договорная,https://lalafo.kg/bishkek/ads/skupka-bu-telefonov-i-ne-rabocih-kruglosutocno-id-50327841,https://img5.lalafo.com/i/posters/api/01/7e/8bb68e58b0327e064ed8106b17a1.jpeg
"Продаю Умные часы !!!! Новые Коробка Документы зарядка, и.т.д.!!!",4 000 KGS,https://lalafo.kg/bishkek/ads/prodau-umnye-casy-novye-korobka-dokumenty-zaradka-itd-id-64789382,https://img5.lalafo.com/i/posters/api/ca/b1/23/c1b40a89cc248ebac6f7b168b8.jpeg
Продаю или меняю на автомагнитолу,3 500 KGS,https://lalafo.kg/bishkek/ads/prodau-ili-menau-na-avtomagnitolu-id-66921562,https://img5.lalafo.com/i/posters/api/4f/7f/98/c8859c6a17bfcce6b240f4c0bb.jpeg
Meizu m3s корпус,Договорная,https://lalafo.kg/bishkek/ads/meizu-m3s-korpus-id-65357576,https://img5.lalafo.com/i/posters/api/62/35/25/5e52255a9471df717ef631123d.jpeg
Б/у Samsung Galaxy A6 32 ГБ Черный,6 000 KGS,https://lalafo.kg/bishkek/ads/bu-samsung-galaxy-a6-32-gb-cernyj-id-67142099,https://img5.lalafo.com/i/posters/api/ad/06/c0/75d50868976ca85c073396a3b1.jpeg
Требуется ремонт Samsung Galaxy J1 4 ГБ Золотой,1 000 KGS,https://lalafo.kg/kyzyl-suu/ads/trebuetsa-remont-samsung-galaxy-j1-4-gb-zolotoj-id-67305489,https://img5.lalafo.com/i/posters/api/46/9d/c0/02d1afa5e1dfc970a43e407edb.jpeg
Б/у Xiaomi Redmi Note 5 32 ГБ Черный,8 200 KGS,https://lalafo.kg/kant/ads/bu-xiaomi-redmi-note-5-32-gb-cernyj-id-67522415,https://img5.lalafo.com/i/posters/api/13/10/16/0dbe43e6be62a55d5c70881ad9.jpeg
Б/у Xiaomi Redmi Note 5 32 ГБ Черный,7 500 KGS,https://lalafo.kg/kant/ads/bu-xiaomi-redmi-note-5-32-gb-cernyj-id-67522581,https://img5.lalafo.com/i/posters/api/28/94/2c/f794305b368ac6ec7641ebb82a.jpeg
Samsung Черный,1 000 KGS,https://lalafo.kg/dzhalal-abad/ads/samsung-cernyj-id-40163321,https://img5.lalafo.com/i/posters/api/b7/ca/beff8e6339d800c412a1da7cc9eb.jpeg
Б/у Xiaomi Mi 9 64 ГБ Синий,18 000 KGS,https://lalafo.kg/bishkek/ads/bu-xiaomi-mi-9-64-gb-sinij-id-67340463,https://img5.lalafo.com/i/posters/api/da/c9/47/e3aeb5bc40bdb057d347b3b471.jpeg
Продаю Sony Xperia z3 compact состоянии идеал в,4 500 KGS,https://lalafo.kg/bishkek/ads/prodau-sony-xperia-z3-compact-sostoanii-ideal-v-id-66535398,https://img5.lalafo.com/i/posters/api/a4/4d/66/fc226e4b0b43c3fed14fbb79c0.jpeg
Б/у Samsung GT-S5233W 8 ГБ Черный,Договорная,https://lalafo.kg/bishkek/ads/bu-samsung-gt-s5233w-8-gb-cernyj-id-67568463,https://img5.lalafo.com/i/posters/api/ef/63/8b/00a8c1e172445c7c188525d4dd.jpeg
"Huawei Y5 2017

Состояние идеал",3 000 KGS,https://lalafo.kg/bishkek/ads/huawei-y5-2017-sostoanie-ideal-id-65550106,https://img5.lalafo.com/i/posters/api/67/7c/6d/96ae5e546e44351bc71f5e42d3.jpeg
Продам айфон Х 256 гигабайт состояние,27 000 KGS,https://lalafo.kg/bishkek/ads/prodam-ajfon-h-256-gigabajt-sostoanie-id-67568817,https://img5.lalafo.com/i/posters/api/25/c3/74/368624fd2fdb6b92c1b90c1a82.jpeg
Куплю айфон 7 + сразу за наличные выше 32,13 000 KGS,https://lalafo.kg/tokmak/ads/kuplu-ajfon-7-srazu-za-nalicnye-vyse-32-id-41600687,https://img5.lalafo.com/i/posters/api/b6/65/de55b0939025aed3414c384f6ff0.jpeg
Срочно продаю,10 000 KGS,https://lalafo.kg/bishkek/ads/srocno-prodau-id-64606547,https://img5.lalafo.com/i/posters/api/f3/7d/d9/b1fe65f8714c55f148fd5025e4.jpeg
Б/у Xiaomi 64 ГБ Черный,15 000 KGS,https://lalafo.kg/bishkek/ads/bu-xiaomi-64-gb-cernyj-id-66241960,https://img5.lalafo.com/i/posters/api/d2/f2/e9/cb70485930757155ecc0a7c795.jpeg
Продаю iPhone X 64 gне работает фэйс айд и по фото видно дисплей,21 000 KGS,https://lalafo.kg/bishkek/ads/prodau-iphone-x-64-gne-rabotaet-fejs-ajd-i-po-foto-vidno-displej-id-67568762,https://img5.lalafo.com/i/posters/api/a3/2f/b9/f7863532ff31cc192222d639bd.jpeg
Б/у Xiaomi Mi 9 64 ГБ Черный,14 500 KGS,https://lalafo.kg/bishkek/ads/bu-xiaomi-mi-9-64-gb-cernyj-id-66817082,https://img5.lalafo.com/i/posters/api/6b/8d/b5/1f785ec0b01947aee4a8700022.jpeg
Honor 6 C PRO,6 500 KGS,https://lalafo.kg/kara-balta/ads/honor-6-c-pro-id-61950910,https://img5.lalafo.com/i/posters/api/66/46/f5b06fd7c6ef6b16d9a61c54e381.jpeg
Б/у Samsung Galaxy J3 2017 16 ГБ Черный,6 500 KGS,https://lalafo.kg/kara-balta/ads/bu-samsung-galaxy-j3-2017-16-gb-cernyj-id-61977976,https://img5.lalafo.com/i/posters/api/08/e9/648da33bfc953101cb9d708d2c02.jpeg
Б/у Samsung Galaxy J5 2016 16 ГБ Черный,4 500 KGS,https://lalafo.kg/dzhalal-abad/ads/bu-samsung-galaxy-j5-2016-16-gb-cernyj-id-66334840,https://img5.lalafo.com/i/posters/api/94/d6/e0/031ac7633e5600cb5d839a9934.jpeg
Siemens требуется замена корпуса и аккумулятора . Включается,450 KGS,https://lalafo.kg/bishkek/ads/siemens-trebuetsa-zamena-korpusa-i-akkumulatora-vklucaetsa-id-67320319,https://img5.lalafo.com/i/posters/api/73/1e/83/204ada377bf551ba4151890dd7.jpeg
IPhone 6s 16GB,9 500 KGS,https://lalafo.kg/bishkek/ads/iphone-6s-16gb-id-64822393,https://img5.lalafo.com/i/posters/api/98/10/c7/04fe8e937c6a71fbe4f05a693f.jpeg
Айфон 6$ 16гб продаю или меняю. Тач,Договорная,https://lalafo.kg/bishkek/ads/ajfon-6-16gb-prodau-ili-menau-tac-id-67432761,https://img5.lalafo.com/i/posters/api/a7/69/9f/3f6147e97d31480bb0f72cb88e.jpeg
Самсунг а20 и редми 5 обмен на редми нот 8 64 гига,Договорная,https://lalafo.kg/bishkek/ads/samsung-a20-i-redmi-5-obmen-na-redmi-not-8-64-giga-id-67384685,https://img5.lalafo.com/i/posters/api/cc/01/08/28f9071e009c6418d7afb23d0b.jpeg
Б/у Samsung Galaxy A6 32 ГБ Золотой,3 000 KGS,https://lalafo.kg/kara-balta/ads/bu-samsung-galaxy-a6-32-gb-zolotoj-id-67060591,https://img5.lalafo.com/i/posters/api/75/a6/5f/e2bfdd0b4364f63c323d7a29a2.jpeg
Apple Iphone,25 000 KGS,https://lalafo.kg/lebedinovka/ads/apple-iphone-id-67434402,https://img5.lalafo.com/i/posters/api/f5/f3/1c/9be20febb5eec09af8da3d78cf.jpeg
IPhone 6s Plus,14 000 KGS,https://lalafo.kg/bishkek/ads/iphone-6s-plus-id-65490936,https://img5.lalafo.com/i/posters/api/61/0a/df/d35cab50e243b978fe93e69152.jpeg
Продаю iPhone 6 plus,14 000 KGS,https://lalafo.kg/bishkek/ads/prodau-iphone-6-plus-id-66797975,https://img5.lalafo.com/i/posters/api/e0/99/9b/84bc75e71b8244d7cc351ea7e6.jpeg
Новые Nokia 6300 classic,2 500 KGS,https://lalafo.kg/bishkek/ads/novye-nokia-6300-classic-id-61890205,https://img5.lalafo.com/i/posters/api/65/3e/7011aa7b3ff3025e27eed0a19ce9.jpeg
,8 000 KGS,,https://img5.lalafo.com/i/posters/api/41/d1/ed5942b365f378800934ce5b7a56.jpeg
Все работает отлично один минус батарейка не держит нужно заменить,2 500 KGS,https://lalafo.kg/bishkek/ads/vse-rabotaet-otlicno-odin-minus-batarejka-ne-derzit-nuzno-zamenit-id-65552100,https://img5.lalafo.com/i/posters/api/12/1e/1f/1c3d7fc37b510f2f74ab87de9f.jpeg
Б/у Samsung Galaxy Note 8 64 ГБ Черный,16 000 KGS,https://lalafo.kg/bishkek/ads/bu-samsung-galaxy-note-8-64-gb-cernyj-id-64852272,
Другие мобильные телефоны,Договорная,https://lalafo.kg/yurevka/ads/drugie-mobilnye-telefony-id-67458054,https://img5.lalafo.com/i/posters/api/90/84/23/2ddf41db7c446242db5595583d.jpeg
Продаю телефон редми 5 обмен только на айфон 6,6 000 KGS,https://lalafo.kg/bishkek/ads/prodau-telefon-redmi-5-obmen-tolko-na-ajfon-6-id-63003697,https://img5.lalafo.com/i/posters/api/cd/98/3a/672423487ac09675f7930cc875.jpeg
Б/у Samsung 16 ГБ Белый,4 500 KGS,https://lalafo.kg/bishkek/ads/bu-samsung-16-gb-belyj-id-67158075,https://img5.lalafo.com/i/posters/api/6c/bc/7f/7719040031f6b879a8d87fb53a.jpeg
Б/у Samsung,5 000 KGS,https://lalafo.kg/bishkek/ads/bu-samsung-id-66552281,https://img5.lalafo.com/i/posters/api/7c/64/80/33c405edc711c426e0c117bc71.jpeg
Б/у Xiaomi Mi 9 SE 128 ГБ,18 000 KGS,https://lalafo.kg/bishkek/ads/bu-xiaomi-mi-9-se-128-gb-id-63478843,https://img5.lalafo.com/i/posters/api/e1/e0/85dc207d9a533a43e81c2abb6a62.jpeg
IPHONE X 64GB,37 000 KGS,https://lalafo.kg/bishkek/ads/iphone-x-64gb-id-64101731,https://img5.lalafo.com/i/posters/api/4f/6c/77d2a4d51ec4359e49d141f96038.jpeg
Новый Xiaomi Black Shark Helo 32 ГБ Черный,Договорная,https://lalafo.kg/shopokov/ads/novyj-xiaomi-black-shark-helo-32-gb-cernyj-id-62378852,https://img5.lalafo.com/i/posters/api/97/e1/8d6a56ac467997d849ce1e265048.jpeg
"Телефон Sony z ultra, б/у работает хорошо",4 650 KGS,https://lalafo.kg/bishkek/ads/telefon-sony-z-ultra-bu-rabotaet-horoso-id-66480484,https://img5.lalafo.com/i/posters/api/34/3f/f5/b181c7a7df44c6ffb28ba28adc.jpeg
Samsung,5 500 KGS,https://lalafo.kg/bishkek/ads/samsung-id-63571605,https://img5.lalafo.com/i/posters/api/ff/bd/9f3cd4b6d7c38a2de0d0506582ab.jpeg
Новый Xiaomi Redmi Note 8 Pro 128 ГБ Серебряный,16 000 KGS,https://lalafo.kg/bishkek/ads/novyj-xiaomi-redmi-note-8-pro-128-gb-serebranyj-id-67567681,https://img5.lalafo.com/i/posters/api/69/54/d4/b75ac8952f38c37ac5ed4e1a71.jpeg
Продаю fiy TS113,1 800 KGS,https://lalafo.kg/bishkek/ads/prodau-fiy-ts113-id-67054446,https://img5.lalafo.com/i/posters/api/23/f1/28/c03637044fcf10c20dc0aa0ad5.jpeg
Продаю inou243,1 800 KGS,https://lalafo.kg/bishkek/ads/prodau-inou243-id-67361248,https://img5.lalafo.com/i/posters/api/e9/04/b6/8555b5d3f65e9a818877970769.jpeg
Б/у Samsung Galaxy S6 Edge 32 ГБ Серый,4 000 KGS,https://lalafo.kg/bishkek/ads/bu-samsung-galaxy-s6-edge-32-gb-seryj-id-66749800,https://img5.lalafo.com/i/posters/api/c2/b4/a3/ab9446d50c165422c0337d8c22.jpeg
Продается iphone 6 (айфон 6),6 000 KGS,https://lalafo.kg/bishkek/ads/prodaetsa-iphone-6-ajfon-6-id-67513765,https://img5.lalafo.com/i/posters/api/7e/7d/c7/67e9789d07dfe848df766ecf94.jpeg
На запчасти Samsung Galaxy Note 4 32 ГБ Белый,2 500 KGS,https://lalafo.kg/bishkek/ads/na-zapcasti-samsung-galaxy-note-4-32-gb-belyj-id-63709910,https://img5.lalafo.com/i/posters/api/06/90/b1ab4540fbc4c9122301c5cdf6d7.jpeg
Б/у Samsung A50 128 ГБ Серый,3 500 KGS,https://lalafo.kg/karakol/ads/bu-samsung-a50-128-gb-seryj-id-67316128,https://img5.lalafo.com/i/posters/api/5e/6f/8e/e9e900438376b9107c1a2862de.jpeg
Samsung Серый,Договорная,https://lalafo.kg/bishkek/ads/samsung-seryj-id-67456638,https://img5.lalafo.com/i/posters/api/e5/09/35/480bf0c68ac64c10196e2d430c.jpeg
